Book_Code,Book_Title,Author,Year_Published,Pages,ID_Peminjaman,Tanggal_Peminjaman,Tanggal_Pengembalian,ID_Anggota Peminjam,Nama_Anggota,Alamat,No.Telepon
296,The Greek Myths: 1,Robert Graves,1955,197,PB-2023-775,2024-09-05,2023-09-14,124649,Celinka,179 St,(021) - 5789427
369,The Art of the Renaissance,Peter and Linda Murray,1963,278,PB-2023-776,2024-09-05,2023-09-14,124650,Lavena,Sayres Av,(021) - 5789428
1268,The Beggar and the Professor,Emmanuel Le Roy Ladurie,1995,351,PB-2023-777,2024-09-05,2023-09-14,124651,Leona,68 Av,(021) - 5789429
988,The Buddha in Daily Life,Richard Causton,1988,294,PB-2023-778,2024-09-05,2023-09-14,124652,Lea,Canal St,(021) - 5789430
847,Tuesday with Morrie,Mitch Albom,1997,192,PB-2023-779,2024-09-05,2023-09-14,124653,Janenna,E 176 St,(021) - 5789431
1287,Sons and Lovers,D.H. Lawrence,1913,484,PB-2023-780,2024-09-05,2023-09-14,124654,Gwendolen,Melba St,(021) - 5789432
511,Silk,Alessandro Baricco,1997,91,PB-2023-781,2024-09-05,2023-09-14,124655,Brietta,Nugent Av,(021) - 5789433
497,"The Asian Financial Crisis: Causes, Cures, and Systemic Implications",Morris Goldstein,1998,67,PB-2023-782,2024-09-05,2023-09-14,124656,Jill,48 Av,(021) - 5789434
609,Tunesmith,Jimmy Webb,1998,423,PB-2023-783,2024-09-05,2023-09-14,124657,Natalia,Linden St,(021) - 5789435
207,The Golden Bowl,Henry James,1904,555,PB-2023-784,2024-09-05,2023-09-14,124658,Billy,79 St,(021) - 5789436
1245,Quartet,Jean Rhys,1928,186,PB-2023-785,2024-09-05,2023-09-14,124659,Annalisa,167 St,(021) - 5789437
613,Covering Islam,Edward W. Said,1981,195,PB-2023-786,2024-09-05,2023-09-14,124660,Danyelle,Boston Rd,(021) - 5789438
700,Other Inquisitions,Jorge Luis Borges,1952,187,PB-2023-787,2024-09-05,2023-09-14,124661,Evonne,Drysdale St,(021) - 5789439
97,The Road Ahead,Bill Gates,1996,322,PB-2023-788,2024-09-05,2023-09-14,124662,Bess,E 175 St,(021) - 5789440
724,Memoirs of a Geisha,Arthur Golden,1997,428,PB-2023-789,2024-09-05,2023-09-14,124663,Katerine,East Fordham Road,(021) - 5789441
928,The Hand,Frank R. Wilson,1998,338,PB-2023-790,2024-09-05,2023-09-14,124664,Fifine,Zerega Av,(021) - 5789442
1213,A Tour Through the Whole Island of Great Britain,Daniel DeFoe,1724,708,PB-2023-791,2024-09-05,2023-09-14,124665,Charissa,Jarrett Pl,(021) - 5789443
529,Cloudsplitter,Russell Banks,1998,758,PB-2023-792,2024-09-05,2023-09-14,124666,Emmey,Irving Pl,(021) - 5789444
657,The Moral Animal,Robert Wright,1994,379,PB-2023-793,2024-09-05,2023-09-14,124667,Glynis,Buck St,(021) - 5789445
1270,French Leave,P.G. Wodehouse,1956,206,PB-2023-794,2024-09-05,2023-09-14,124668,Laurella,48 St,(021) - 5789446
442,The Past Recaptured,Marcel Proust,1922,272,PB-2023-795,2024-09-05,2023-09-14,124669,Katy,Creston Av,(021) - 5789447
206,Hiroshima,John Hersey,1946,152,PB-2023-796,2024-09-05,2023-09-14,124670,Adey,E 182 St,(021) - 5789448
707,On Liberty,John Stuart Mill,1859,187,PB-2023-797,2024-09-05,2023-09-14,124671,Judie,Arthur Av,(021) - 5789449
338,American Pastoral,Philip Roth,1997,423,PB-2023-798,2024-09-05,2023-09-14,124672,Kristy,Ave L,(021) - 5789450
208,Paridiso,Dante Alighieri,1308,150,PB-2023-799,2024-09-05,2023-09-14,124673,Marja,113 Av,(021) - 5789451
217,How The Other Half Lives,Jacob A. Riis,1890,227,PB-2023-800,2024-09-05,2023-09-14,124674,Marin,Greene Av,(021) - 5789452
71,Cycle of Violence,Colin Bateman,1995,261,PB-2023-801,2024-09-05,2023-09-14,124675,Elysia,Seneca Av,(021) - 5789453
411,The Identity of France,Fernand Braudel,1985,375,PB-2023-802,2024-09-05,2023-09-14,124676,Elwina,2 Av,(021) - 5789454
961,It Can't Happen Here,Sinclair Lewis,1935,331,PB-2023-803,2024-09-05,2023-09-14,124677,Joella,Cooper Av,(021) - 5789455
764,Lords of the Horizons - A History of the Ottoman Empire,Jason Goodwin,1998,332,PB-2023-804,2024-09-05,2023-09-14,124678,Kaile,E 183 St,(021) - 5789456
920,The World's Most Famous Math Problem,Marilyn Vos Savant,1993,76,PB-2023-805,2024-09-05,2023-09-14,124679,Kandy,139 Av,(021) - 5789457
16,The Mansion on the Hill,Fred Goodman,1997,387,PB-2023-806,2024-09-05,2023-09-14,124680,Aleecia,80 St,(021) - 5789458
803,Toward a Culture of Peace: A Cosmic View,Daisaku Ikeda,1999,38,PB-2023-807,2024-09-05,2023-09-14,124681,Maridel,Boston Rd,(021) - 5789459
1013,Raising Cain,"Dan Kindlon, Michael Thompson",1999,267,PB-2023-808,2024-09-05,2023-09-14,124682,Agna,Tysens Ln,(021) - 5789460
754,Longitude,Dava Sobol,1995,175,PB-2023-809,2025-04-01,2023-09-14,124683,Elfrieda,E 65 St,(021) - 5789461
643,Fear and Trembling,Søren Kierkegaard,1843,147,PB-2023-810,2025-04-02,2023-09-14,124684,Josy,East Dr,(021) - 5789462
155,"""Antigone""",Sophocles,1965,48,PB-2023-811,2025-04-03,2023-09-14,124685,Annemarie,73 Av,(021) - 5789463
950,Where Did I Go Right?,Bernie Brillstein,1999,375,PB-2023-812,2025-04-04,2023-09-14,124686,Kimmy,59 Av,(021) - 5789464
463,The Selfish Gene,Richard Dawkins,1976,266,PB-2023-813,2025-04-05,2023-09-14,124687,Eilis,Bowery,(021) - 5789465
694,The Struggle for Mastery in Europe - 1848 - 1918,A.J.P. Taylor,1954,586,PB-2023-814,2025-04-06,2023-09-14,124688,Maxie,Baxter St,(021) - 5789466
165,Endurance - Shackleton's Incredible Voyage,Alfred Lansing,1959,280,PB-2023-815,2025-04-07,2023-09-14,124689,Lucretia,Nassau Blvd,(021) - 5789467
760,"""Andromache""",Euripides,1985,47,PB-2023-816,2025-04-08,2023-09-14,124690,Kordula,Nugent Av,(021) - 5789468
939,Erewhon,Samuel Butler,1871,260,PB-2023-817,2025-04-09,2023-09-14,124691,Moya,Douglaston Parkway,(021) - 5789469
757,All Too Human,George Stephanopoulos,1999,448,PB-2023-818,2025-04-10,2023-09-14,124692,Kristin,Harold St,(021) - 5789470
584,Tom Jones,Henry Fielding,1749,822,PB-2023-819,2025-04-11,2023-09-14,124693,Carrol,Ocean Ter,(021) - 5789471
636,City of Night,John Rechy,1963,380,PB-2023-820,2025-04-12,2023-09-14,124694,Cristy,Metropolitan Avenue,(021) - 5789472
525,My German Question,Peter Gay,1998,212,PB-2023-821,2025-04-13,2023-09-14,124695,Gusella,Crescent St,(021) - 5789473
1150,Their Eyes Were Watching God,Zora Neale Hurston,1937,199,PB-2023-822,2025-04-14,2023-09-14,124696,Manon,Harold St,(021) - 5789474
1093,The Mysterious Stranger,Mark Twain,1906,114,PB-2023-823,2025-04-15,2023-09-14,124697,Lorita,Cooper Ter,(021) - 5789475
925,Interpreter of Maladies,Jhumpa Lahiri,1999,198,PB-2023-824,2025-04-16,2023-09-14,124698,Cesya,Benedict Av,(021) - 5789476
1003,The Grapes of Wrath,John Steinbeck,1939,464,PB-2023-825,2025-04-17,2023-09-14,124699,Kirsten,Fairmount Place,(021) - 5789477
621,The New New Thing,Michael Lewis,2000,272,PB-2023-826,2025-04-18,2023-09-14,124700,Marylou,Ryer Av,(021) - 5789478
510,From Dawn to Decadence,Jacques Barzun,2000,802,PB-2023-827,2025-04-19,2023-09-14,124701,Honor,East Houston Street,(021) - 5789479
715,Alps & Sanctuaries,Samuel Butler,1881,336,PB-2023-828,2025-04-20,2023-09-14,124702,Honoria,E 222 St,(021) - 5789480
320,The Three Musketeers,Alexander Dumas,1844,592,PB-2023-829,2025-04-21,2023-09-14,124703,Lurleen,Allerton Av,(021) - 5789481
255,"Christopher Columbus, Mariner",Samuel Eliot Morison,1942,160,PB-2023-830,2025-04-22,2023-09-14,124704,Betty,Commerce Av,(021) - 5789482
275,The Princess of Cleves,Madame de Lafayette,1677,288,PB-2023-831,2025-04-23,2023-09-14,124705,Barbey,69 Av,(021) - 5789483
607,A Man in Full,Tom Wolfe,1998,742,PB-2023-832,2025-04-24,2023-09-14,124706,Jandy,Newbold Av,(021) - 5789484
1117,Samson Agonistes,John Milton,1671,170,PB-2023-833,2025-04-25,2023-09-14,124707,Georgina,Cypress Av,(021) - 5789485
987,The Shape of Time,George Kubler,1962,136,PB-2023-834,2025-04-26,2023-09-14,124708,Ardis,Victory Blvd,(021) - 5789486
946,The Diary of a Napoleonic Foot Soldier,Jakob Walter,1830,208,PB-2023-835,2025-04-27,2023-09-14,124709,Junia,73 Av,(021) - 5789487
868,Love,Stendhal,1819,336,PB-2023-836,2025-04-28,2023-09-14,124710,Dee,E 58 St,(021) - 5789488
1137,Diplomacy,Sir Harold Nicolson,1939,151,PB-2023-837,2025-04-29,2023-09-14,124711,Genvieve,Gansevoort Boulevard,(021) - 5789489
892,Liber Amoris,William Hazlitt,1823,112,PB-2023-838,2025-04-30,2023-09-14,124712,Herta,147 Dr,(021) - 5789490
1059,The History of the Standard Oil Company,Ida M. Tarbell,1903,200,PB-2023-839,2024-09-05,2023-09-14,124713,Diandra,Benedict Av,(021) - 5789491
173,Mein Kampf,Adolph Hitler,1926,384,PB-2023-840,2024-09-05,2023-09-14,124714,Jordan,Olmstead Av,(021) - 5789492
469,The Physiology of Marriage,Honore de Balzac,1824,358,PB-2023-841,2024-09-05,2023-09-14,124715,Darb,37 Av,(021) - 5789493
509,Henderson the Rain King,Saul Bellow,1958,341,PB-2023-842,2024-09-05,2023-09-14,124716,Andee,176 St,(021) - 5789494
343,The Mind of the Maker,Dorothy L. Sayers,1941,229,PB-2023-843,2024-09-05,2023-09-14,124717,Bambi,East Tremont Avenue,(021) - 5789495
589,The World of the Pharoahs,Christine Hobson,1987,255,PB-2023-844,2024-09-05,2023-09-14,124718,Katerina,East Tremont Avenue,(021) - 5789496
261,Ragged Dick,"Horatio Alger, Jr.",1868,120,PB-2023-845,2024-09-05,2023-09-14,124719,Marji,Zerega Av,(021) - 5789497
880,A World Restored,Henry Kissinger,2050,-1,PB-2023-846,2024-09-05,2023-09-14,124720,Gisele,Crotona Av,(021) - 5789498
901,The Chouans,Honore de Balzac,1827,238,PB-2023-847,2024-09-05,2023-09-14,124721,Aggi,De Lavall Avenue,(021) - 5789499
447,The Operator,Tom King,2000,690,PB-2023-848,2024-09-05,2023-09-14,124722,Halimeda,E 176 St,(021) - 5789500
337,The Selected Letters of Lord Byron,Lord Byron,1798,276,PB-2023-849,2024-09-05,2023-09-14,124723,Geri,Bradley Av,(021) - 5789501
976,La Nouvelle Heloise,Jean-Jacques Rousseau,1758,728,PB-2023-850,2024-09-05,2023-09-14,124724,Halley,Watson Av,(021) - 5789502
627,Physics and Politics,Walter Bagehot,1872,100,PB-2023-851,2024-09-05,2023-09-14,124725,Aprilette,Jefferson Avenue,(021) - 5789503
1194,The Rites of Autumn,Dan O'Brien,1988,192,PB-2023-852,2024-09-05,2023-09-14,124726,Kellie,60 Ln,(021) - 5789504
3,Can Japan Compete?,"Michael E. Porter, Hirotaka Takeuchi, Mariko Sakakibara",2000,224,PB-2023-853,2024-09-05,2023-09-14,124727,Anstice,3 Av,(021) - 5789505
366,Courbet,Sarah Faunce,1993,245,PB-2023-854,2024-09-05,2023-09-14,124728,Jyoti,Wallace Av,(021) - 5789506
663,The Waves,Virginia Woolf,1931,297,PB-2023-855,2024-09-05,2023-09-14,124729,Mozelle,Olmstead Av,(021) - 5789507
103,Understanding War,Peter Paret,1992,252,PB-2023-856,2024-09-05,2023-09-14,124730,Jessalyn,Lillie Ln,(021) - 5789508
43,Jeeves in the Morning,P. G. Wodehouse,1946,272,PB-2023-857,2024-09-05,2023-09-14,124731,Nada,Boston Rd,(021) - 5789509
940,Sister Carrie,Theodore Dreiser,1900,557,PB-2023-858,2024-09-05,2023-09-14,124732,Luisa,E 178 St,(021) - 5789510
508,Jihad vs. McWorld,Benjamin R. Barber,1995,432,PB-2023-859,2024-09-05,2023-09-14,124733,Iseabal,Ocean Pkwy,(021) - 5789511
136,Harry Potter and the Sorcerer's Stone,J.K. Rowling,1997,223,PB-2023-860,2024-09-05,2023-09-14,124734,Meris,173 St,(021) - 5789512
467,The Universe in a Nutshell,Stephen Hawking,2001,216,PB-2023-861,2024-09-05,2023-09-14,124735,Evangelin,E 184 St,(021) - 5789513
637,The Trouble with Cinderella,Artie Shaw,1952,432,PB-2023-862,2024-09-05,2023-09-14,124736,Mara,Zerega Av,(021) - 5789514
1152,Autobiography of a Yogi,Paramahansa Yogananda,1946,576,PB-2023-863,2024-09-05,2023-09-14,124737,Anett,175 St,(021) - 5789515
1010,What Went Wrong?,Bernard Lewis,2002,208,PB-2023-864,2024-09-05,2023-09-14,124738,Gus,174 St,(021) - 5789516
201,Wives and Daughters,Elizabeth Gaskell,1866,679,PB-2023-865,2024-09-05,2023-09-14,124739,Kiah,Parkchester Road,(021) - 5789517
1141,The Jungle,Upton Sinclair,1905,413,PB-2023-866,2024-09-05,2023-09-14,124740,Gale,East Dr,(021) - 5789518
488,"The Foundations of Early Modern Europe, 1460-1569","Eugene F. Rice, Jr.",1994,218,PB-2023-867,2024-09-05,2023-09-14,124741,Leslie,Rockaway Beach Boulevard,(021) - 5789519
396,Dream Catcher,Margaret A. Salinger,2000,464,PB-2023-868,2024-09-05,2023-09-14,124742,Kaylil,260 St,(021) - 5789520
974,Selected Journals of Henry David Thoreau,Henry David Thoreau,1862,64,PB-2023-869,2024-09-05,2023-09-14,124743,Claudina,Summerfield Street,(021) - 5789521
245,Sleep It Off Lady,Jean Rhys,1976,176,PB-2023-870,2024-09-05,2023-09-14,124744,Jemima,Cross Bronx Expressway,(021) - 5789522
902,Fall of the Roman Republic,Plutarch,1999,414,PB-2023-871,2024-09-05,2023-09-14,124745,Leola,Manor Rd,(021) - 5789523
367,Hornblower and Hotspur,C.S. Forester,1962,400,PB-2023-872,2024-09-05,2023-09-14,124746,Alma,249 St,(021) - 5789524
371,The Splendid Century,W.H. Lewis,1953,306,PB-2023-873,2024-09-05,2023-09-14,124747,Eveleen,28 St,(021) - 5789525
1090,The Fatal Shore,Robert Hughes,1986,688,PB-2023-874,2024-09-05,2023-09-14,124748,Britta,53 Av,(021) - 5789526
1129,Profit Over People,Noam Chomsky,1999,166,PB-2023-875,2024-09-05,2023-09-14,124749,Delinda,73 Av,(021) - 5789527
867,Progress and Poverty,Henry George,1879,598,PB-2023-876,2024-09-05,2023-09-14,124750,Moll,4 Av,(021) - 5789528
1180,Choose Hope,"David Krieger, Daisaku Ikeda",2001,238,PB-2023-877,2024-09-05,2023-09-14,124751,Dael,Hook Creek Boulevard,(021) - 5789529
45,Under the Volcano,Malcolm Lowry,1947,423,PB-2023-878,2024-09-05,2023-09-14,124752,Merrilee,Jewel Av,(021) - 5789530
804,The Good Terrorist,Doris Lessing,1985,400,PB-2023-879,2024-09-05,2023-09-14,124753,Karia,E 71 St,(021) - 5789531
221,Man's Search for Meaning,Viktor E. Frankl,1959,165,PB-2023-880,2024-09-05,2023-09-14,124754,Idelle,Rockaway Boulevard,(021) - 5789532
1211,Good Behavior,Harold Nicolson,1955,409,PB-2023-881,2024-09-05,2023-09-14,124755,Karel,242 St,(021) - 5789533
1057,Good Behavior,"Lucien Febvr, Henri-Jean Martin",1958,360,PB-2023-882,2024-09-05,2023-09-14,124756,Alison,Butler Av,(021) - 5789534
555,Take on the Street,Arthure Levitt,2002,352,PB-2023-883,2024-09-05,2023-09-14,124757,Fayina,5 Av,(021) - 5789535
494,Post Office,Charles Bukowski,1971,208,PB-2023-884,2024-09-05,2023-09-14,124758,Hyacinthe,Crotona Av,(021) - 5789536
1250,The Cove,Jose Saramago,2002,307,PB-2023-885,2024-09-05,2023-09-14,124759,Freddie,37 Av,(021) - 5789537
1230,Women in Western Political Thought,Susan Mollin Okin,1979,442,PB-2023-886,2024-09-05,2023-09-14,124760,Jackelyn,East Tremont Avenue,(021) - 5789538
419,Veron God Little,DBC Pierre,2003,288,PB-2023-887,2024-09-05,2023-09-14,124761,Ainslie,139 Av,(021) - 5789539
833,The Persian Boy,Mary Renault,1972,419,PB-2023-888,2024-09-05,2023-09-14,124762,Mufinella,East Tremont Avenue,(021) - 5789540
134,Hollywood,Charles Bukowski,1989,319,PB-2023-889,2024-09-05,2023-09-14,124763,Julee,Gansevoort Boulevard,(021) - 5789541
1065,Early Christian & Byzantine Art,John Lowden,1997,448,PB-2023-890,2024-09-05,2023-09-14,124764,Diena,Garden St,(021) - 5789542
129,Woman - An Intimate Geography,Natalie Angier,1999,464,PB-2023-891,2024-09-05,2023-09-14,124765,Gladi,Crotona Park North,(021) - 5789543
1272,History of the Franks,Gregory Bishop of Tours,1987,720,PB-2023-892,2024-09-05,2023-09-14,124766,Jacquenetta,1 Av,(021) - 5789544
713,Terror and Liberalism,Paul Berman,2003,240,PB-2023-893,2024-09-05,2023-09-14,124767,Elle,Pugsley Av,(021) - 5789545
322,The Groves of Academe,Mary McCarthy,1951,312,PB-2023-894,2024-09-05,2023-09-14,124768,Dannye,3 Av,(021) - 5789546
98,Does America Need a Foreign Policy,Henry Kissinger,2001,352,PB-2023-895,2024-09-05,2023-09-14,124769,Luci,Hylan Blvd,(021) - 5789547
1226,A Giacometti Portrait,James Lord,1965,128,PB-2023-896,2024-09-05,2023-09-14,124770,Jessamyn,Manhattan Avenue,(021) - 5789548
1107,Budda,Karen Armstrong,2001,240,PB-2023-897,2024-09-05,2023-09-14,124771,Kettie,Crotona Av,(021) - 5789549
333,Islam,Karen Armstrong,2000,230,PB-2023-898,2024-09-05,2023-09-14,124772,Albertina,Prospect Av,(021) - 5789550
617,Adam Bede,George Eliot,1859,624,PB-2023-899,2024-09-05,2023-09-14,124773,Jessika,Orchard St,(021) - 5789551
116,Global Civilization - A Buddist Islanic Dialogue,"Daisaku Ikeda, Majid Tehranian",2003,224,PB-2023-900,2024-09-05,2023-09-14,124774,Ally,Belmont Av,(021) - 5789552
51,The Third Man,Graham Greenauthor,1950,157,PB-2023-901,2024-09-05,2023-09-14,124775,Danita,Waters Av,(021) - 5789553
675,The Years of Lyndon Johnson - Master of the Senate,Robert A. Caro,2050,-1,PB-2023-902,2024-09-05,2023-09-14,124776,Kaitlyn,177 Pl,(021) - 5789554
218,The Republic and the School,Horace Mann,1848,112,PB-2023-903,2024-09-05,2023-09-14,124777,Marie-Jeanne,111 Rd,(021) - 5789555
906,Benjamin Franklin,Edmund S. Morgan,2002,352,PB-2023-904,2024-09-05,2023-09-14,124778,Leela,East Tremont Avenue,(021) - 5789556
644,Bruegel,Claude Mettra,1977,45,PB-2023-905,2024-09-05,2023-09-14,124779,Eba,Fairview Av,(021) - 5789557
365,Waiting for the Barbarians,J. M. Coetzee,1980,152,PB-2023-906,2024-09-05,2023-09-14,124780,Lissy,80 Av,(021) - 5789558
1193,The Da Vinci Code,Dan Brown,2003,489,PB-2023-907,2024-09-05,2023-09-14,124781,Cicely,East Tremont Avenue,(021) - 5789559
1196,Memoirs of a Madman,Gustave Flaubert,1837,86,PB-2023-908,2024-09-05,2023-09-14,124782,Lesli,Boston Rd,(021) - 5789560
945,"""The Acharnians"", ""The Clouds"", ""Lysistrata""",Aristophanes,1900,256,PB-2023-909,2024-09-05,2023-09-14,124783,Blakeley,Warwick Av,(021) - 5789561
623,Girl With a Pearl Earing,Tacey Chevalier,1999,233,PB-2023-910,2024-09-05,2023-09-14,124784,Jessamine,Avenue of the Americas,(021) - 5789562
202,The Western Canon,Harold Bloom,1994,546,PB-2023-911,2024-09-05,2023-09-14,124785,Kylen,E 212 St,(021) - 5789563
586,The Renaissance,Walter Pater,1873,208,PB-2023-912,2024-09-05,2023-09-14,124786,Madlin,Boston Rd,(021) - 5789564
1044,Real Boys,William Pollack,1998,480,PB-2023-913,2024-09-05,2023-09-14,124787,Annamari,64 St,(021) - 5789565
716,The Complete Fables,Aesop,1955,352,PB-2023-914,2024-09-05,2023-09-14,124788,Jeanie,Chesbrough Avenue,(021) - 5789566
266,The Satires,Juvenal,1830,252,PB-2023-915,2024-09-05,2023-09-14,124789,Mabelle,East Tremont Avenue,(021) - 5789567
514,Love Groucho,Groucho Marx,1955,272,PB-2023-916,2024-09-05,2023-09-14,124790,Melinda,Ochenta Y Siete Boulevard,(021) - 5789568
33,The Man Who Was Thursday,G.K. Chesterton,1908,182,PB-2023-917,2024-09-05,2023-09-14,124791,Kiersten,Stephen St,(021) - 5789569
1147,A Confederacy of Dunces,John Kennedy Toole,1963,394,PB-2023-918,2024-09-05,2023-09-14,124792,Cordy,E 178 St,(021) - 5789570
739,Roman Imperial Civilization,Harold Mattingly,1957,332,PB-2023-919,2024-09-05,2023-09-14,124793,Lynea,Summerfield Street,(021) - 5789571
410,A London Girl of the 1880's,Molly Hughes,1946,245,PB-2023-920,2024-09-05,2023-09-14,124794,Jehanna,86 St,(021) - 5789572
477,How To Be Good,Nick Hornby,2001,305,PB-2023-921,2024-09-05,2023-09-14,124795,Maren,37 Av,(021) - 5789573
669,The Pilgrim's Progress,John Bunyan,1684,324,PB-2023-922,2024-09-05,2023-09-14,124796,Daffie,Mott St,(021) - 5789574
1305,Moyers on America,Bill Moyers,2004,256,PB-2023-923,2024-09-05,2023-09-14,124797,Joslyn,East Tremont Avenue,(021) - 5789575
458,Specimen Days,Walt Whitman,1865,228,PB-2023-924,2024-09-05,2023-09-14,124798,Bethina,Norman St,(021) - 5789576
287,Eleven Minutes,Paulo Coelho,2004,273,PB-2023-925,2024-09-05,2023-09-14,124799,Matty,Monitor Arthur Scanlon Square,(021) - 5789577
1302,"Christianity, Social Torerance and Homosexuality",John Boswell,1980,424,PB-2023-926,2024-09-05,2023-09-14,124800,Koressa,Zerega Av,(021) - 5789578
290,The Persian Gulf in Transition,Lawrence Potter,1997,336,PB-2023-927,2024-09-05,2023-09-14,124801,Anthia,Lyvere St,(021) - 5789579
31,Perpetual Peace,Immanuel Kant,1795,160,PB-2023-928,2024-09-05,2023-09-14,124802,Elna,Castle Hill Avenue,(021) - 5789580
1066,"Chronicles, vol. 1",Bob Dylan,2004,320,PB-2023-929,2024-09-05,2023-09-14,124803,Lidia,62 St,(021) - 5789581
1116,The Gladiators,Arthur Koestler,1949,44,PB-2023-930,2024-09-05,2023-09-14,124804,Gerda,East Tremont Avenue,(021) - 5789582
300,From Puritan to Yankee,Richard L. Bushman,1967,352,PB-2023-931,2024-09-05,2023-09-14,124805,Hannah,170 St,(021) - 5789583
772,"A Study of History, vols I-VI",Arnold Toynbee,1939,576,PB-2023-932,2024-09-05,2023-09-14,124806,Janeva,73 Av,(021) - 5789584
1054,The End of Nature,Bill McKibben,1989,195,PB-2023-933,2024-09-05,2023-09-14,124807,Christian,180 St,(021) - 5789585
298,"House of Bush, House of Saudi",Craig Unger,2004,384,PB-2023-934,2024-09-05,2023-09-14,124808,Marjy,187 St,(021) - 5789586
1265,Glorious Appearing,"Tim LaHaye, Jerry B. Jenkins",2004,399,PB-2023-935,2024-09-05,2023-09-14,124809,Marsiella,E 31 St,(021) - 5789587
599,A Story Like the Wind,Laurens Van der Post,1972,384,PB-2023-936,2024-09-05,2023-09-14,124810,Michaelina,69 Av,(021) - 5789588
1183,Gilead,Marilynne Robinson,2004,247,PB-2023-937,2024-09-05,2023-09-14,124811,Mignonne,Bouck Av,(021) - 5789589
1111,The French Revolution,Thomas Carlyle,1837,848,PB-2023-938,2024-09-05,2023-09-14,124812,Daniella,Little Neck Parkway,(021) - 5789590
889,Johnny Got His Gun,Dalton Trumbo,1939,309,PB-2023-939,2024-09-05,2023-09-14,124813,Delora,Hughes Av,(021) - 5789591
187,"Mon Cher Papa, Franklin and the Ladies of Paris",Claude-Anne Lopez,1966,404,PB-2023-940,2024-09-05,2023-09-14,124814,Helge,60 Pl,(021) - 5789592
401,Bushworld,Maureen Dowd,2004,523,PB-2023-941,2024-09-05,2023-09-14,124815,Gianina,Grand Concourse,(021) - 5789593
430,My Life,Anton Chekhov,1886,150,PB-2023-942,2024-09-05,2023-09-14,124816,Carey,East Tremont Avenue,(021) - 5789594
572,Renaissance Europe,J.R. Hale,1971,352,PB-2023-943,2024-09-05,2023-09-14,124817,Francoise,Ridge Rd,(021) - 5789595
1198,A Passage to India,E.M. Forster,1924,376,PB-2023-944,2024-09-05,2023-09-14,124818,Almeta,E 175 St,(021) - 5789596
1089,Crimes Against Nature,"Robert F. Kennedy, Jr.",2004,288,PB-2023-945,2024-09-05,2023-09-14,124819,Ali,E 176 St,(021) - 5789597
130,Sandy Koufax,Jane Leavy,2003,336,PB-2023-946,2024-09-05,2023-09-14,124820,Maddi,39 St,(021) - 5789598
859,1776,David McCullough,2005,386,PB-2023-947,2024-09-05,2023-09-14,124821,Agnola,E 175 St,(021) - 5789599
1112,The Octopus,Frank Norris,1900,688,PB-2023-948,2024-09-05,2023-09-14,124822,Jodie,75 Av,(021) - 5789600
1102,Hang a Thousand Trees with Ribbons,Ann Rinaldi,1996,352,PB-2023-949,2024-09-05,2023-09-14,124823,Ike,Cypress Av,(021) - 5789601
1092,Bartleby the Scrivener,Herman Melville,1853,64,PB-2023-950,2024-09-05,2023-09-14,124824,Fedora,186 St,(021) - 5789602
1118,Chapters in Western Civilization vol II,Various,1962,534,PB-2023-951,2024-09-05,2023-09-14,124825,Guillema,Rombouts Av,(021) - 5789603
1062,Lives of the Great Songs,Tim De Lisle,1994,240,PB-2023-952,2024-09-05,2023-09-14,124826,Dotty,112 Av,(021) - 5789604
351,As Thousands Cheer - The Life of Irving Berlin,Laurence Bergreen,1990,702,PB-2023-953,2024-09-05,2023-09-14,124827,Dari,Fields Av,(021) - 5789605
404,The Way We Live Now,Anthony Trollope,1873,776,PB-2023-954,2024-09-05,2023-09-14,124828,Doe,176 St,(021) - 5789606
605,Shopgirl,Steve Martin,2000,130,PB-2023-955,2024-09-05,2023-09-14,124829,Isadore,Shale St,(021) - 5789607
1300,The Debacle,Emile Zola,1870,170,PB-2023-956,2024-09-05,2023-09-14,124830,Danell,Zerega Av,(021) - 5789608
1103,A History of Japan,Kenneth Henshall,1999,264,PB-2023-957,2024-09-05,2023-09-14,124831,Jerry,Roma Av,(021) - 5789609
11,The Rise of Theodore Roosevelt,Edmund Morris,1979,816,PB-2023-958,2024-09-05,2023-09-14,124832,Judy,Zerega Av,(021) - 5789610
1266,The Education of Henry Adams,Henry Adams,1907,320,PB-2023-959,2024-09-05,2023-09-14,124833,Kassey,251 St,(021) - 5789611
1242,Freedom: Credos from the Road,Sonny Barger,2005,224,PB-2023-960,2024-09-05,2023-09-14,124834,Kikelia,Newbold Av,(021) - 5789612
812,The Day of the Locust,Nathanael West,1939,208,PB-2023-961,2024-09-05,2023-09-14,124835,Kittie,Southern Boulevard,(021) - 5789613
389,The Good Soldier,Ford Maddox Ford,1915,368,PB-2023-962,2025-09-01,2023-09-14,124836,Lorianna,Boller Av,(021) - 5789614
176,A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,269,PB-2023-963,2025-09-02,2023-09-14,124837,Danila,3 Av,(021) - 5789615
1002,The Age of Innocence,Edith Wharton,1920,293,PB-2023-964,2025-09-03,2023-09-14,124838,Anet,Hylan Blvd,(021) - 5789616
947,Of Human Bondage,W. Somerset Maugham,1915,684,PB-2023-965,2025-09-04,2023-09-14,124839,Clarabelle,Grand Concourse,(021) - 5789617
962,Team of Rivals,Doris Kearns Goodwin,2005,916,PB-2023-966,2025-09-05,2023-09-14,124840,Darbie,66 Av,(021) - 5789618
